19995,Avatar,2009-12-10,en,150.437577,2787965087,237000000,Released,Enter the World of Pandora.,7.2,11800,162
285,Pirates of the Caribbean: At World's End,2007-05-19,en,139.082615,961000000,300000000,Released,"At the end of the world the adventure begins.",6.9,4500,169
206647,Spectre,2015-10-26,en,107.376788,880674609,245000000,Released,A Plan No One Escapes,6.3,4466,148
49026,The Dark Knight Rises,2012-07-16,en,112.31295,1084939099,250000000,Released,The Legend Ends,7.6,9106,165
49529,John Carter,2012-03-07,en,43.926995,284139100,260000000,Released,"Lost in our world found in another.",6.1,2124,132
559,Spider-Man 3,2007-05-01,en,115.699814,890871626,258000000,Released,The battle within.,5.9,3576,139
38757,Tangled,2010-11-24,en,48.681969,591794936,260000000,Released,They're taking adventure to new lengths.,7.4,3330,100
99861,Avengers: Age of Ultron,2015-04-22,en,134.279229,1405403694,280000000,Released,A New Age Has Come.,7.3,6767,141
767,Harry Potter and the Half-Blood Prince,2009-07-07,en,98.885637,933959197,250000000,Released,Dark Secrets Revealed,7.4,5293,153
209112,Batman v Superman: Dawn of Justice,2016-03-23,en,155.790452,873260194,250000000,Released,Justice or revenge,5.7,7004,151
1452,Superman Returns,2006-06-28,en,57.925623,391081192,270000000,Released,NULL,5.4,1400,154
10764,Quantum of Solace,2008-10-30,en,107.928811,586090727,200000000,Released,"For love for hate for justice for revenge.",6.1,2965,106
58,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,en,145.847379,1065659812,200000000,Released,Jack is back!,7.0,5246,151
57201,The Lone Ranger,2013-07-03,en,49.046956,89289910,255000000,Released,Never Take Off the Mask,5.9,2311,149
49521,Man of Steel,2013-06-12,en,99.398009,662845518,225000000,Released,You will believe that a man can fly.,6.5,6359,143
2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,en,53.978602,419651413,225000000,Released,Hope has a new face.,6.3,1630,150
24428,The Avengers,2012-04-25,en,144.448633,1519557910,220000000,Released,Some assembly required.,7.4,11776,143
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,en,135.413856,1045713802,380000000,Released,Live Forever Or Die Trying.,6.4,4948,136
41154,Men in Black 3,2012-05-23,en,52.035179,624026776,225000000,Released,They are back... in time.,6.2,4160,106
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,en,120.965743,956019788,250000000,Released,Witness the defining chapter of the Middle-Earth saga,7.1,4760,144
1930,The Amazing Spider-Man,2012-06-27,en,89.866276,752215857,215000000,Released,The untold story begins.,6.5,6586,136
20662,Robin Hood,2010-05-12,en,37.668301,310669540,200000000,Released,"Rise and rise again until lambs become lions.",6.2,1398,140
57158,The Hobbit: The Desolation of Smaug,2013-12-11,en,94.370564,958400000,250000000,Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,7.6,4524,161
2268,The Golden Compass,2007-12-04,en,42.990906,372234864,180000000,Released,There are worlds beyond our own - the compass will show the way.,5.8,1303,113
254,King Kong,2005-12-14,en,61.22601,550000000,207000000,Released,The eighth wonder of the world.,6.6,2337,187
597,Titanic,1997-11-18,en,100.025899,1845034188,200000000,Released,Nothing on Earth could come between them.,7.5,7562,194
271110,Captain America: Civil War,2016-04-27,en,198.372395,1153304495,250000000,Released,Divided We Fall,7.1,7241,147
44833,Battleship,2012-04-11,en,64.928382,303025485,209000000,Released,The Battle for Earth Begins at Sea,5.5,2114,131
135397,Jurassic World,2015-06-09,en,418.708552,1513528810,150000000,Released,The park is open.,6.5,8662,124
37724,Skyfall,2012-10-25,en,93.004993,1108561013,200000000,Released,Think on your sins.,6.9,7604,143
558,Spider-Man 2,2004-06-25,en,35.149586,783766341,200000000,Released,There's a hero in all of us.,6.7,4321,127
68721,Iron Man 3,2013-04-18,en,77.68208,1215439994,200000000,Released,Unleash the power behind the armor.,6.8,8806,130
12155,Alice in Wonderland,2010-03-03,en,78.530105,1025491110,200000000,Released,You're invited to a very important date.,6.4,4645,108
36668,X-Men: The Last Stand,2006-05-24,en,3.857526,459359555,210000000,Released,Take a Stand,6.3,3525,104
62211,Monsters University,2013-06-20,en,89.186492,743559607,200000000,Released,School never looked this scary.,7.0,3528,104
8373,Transformers: Revenge of the Fallen,2009-06-19,en,21.939663,836297228,150000000,Released,Revenge is coming.,6.0,3138,150
91314,Transformers: Age of Extinction,2014-06-25,en,116.840296,1091405097,210000000,Released,This is not war. It's extinction.,5.8,3095,165
68728,Oz: The Great and Powerful,2013-03-07,en,46.985445,491868548,200000000,Released,"In Oz nothing is what it seems",5.7,3530,130
102382,The Amazing Spider-Man 2,2014-04-16,en,89.270217,705717432,200000000,Released,No more secrets.,6.5,4179,142
20526,TRON: Legacy,2010-12-10,en,73.79505,400062763,170000000,Released,The Game Has Changed.,6.3,2841,125
49013,Cars 2,2011-06-11,en,49.98659,559852396,200000000,Released,Ka-ciao!,5.8,2033,106
44912,Green Lantern,2011-06-16,en,51.872839,219851172,200000000,Released,"In our darkest hour there will be light.",5.1,2487,114
10193,Toy Story 3,2010-06-16,en,59.995418,1066969703,200000000,Released,No toy gets left behind.,7.6,4597,103
534,Terminator Salvation,2009-05-20,en,71.862892,371353001,200000000,Released,The End Begins.,5.9,2463,115
168259,Furious 7,2015-04-01,en,102.322217,1506249360,190000000,Released,Vengeance Hits Home,7.3,4176,137
72190,World War Z,2013-06-20,en,81.834855,531865000,200000000,Released,Remember Philly!,6.7,5560,116
127585,X-Men: Days of Future Past,2014-05-15,en,118.078691,747862775,250000000,Released,"To save the future they must alter the past",7.5,6032,131
54138,Star Trek Into Darkness,2013-05-05,en,78.291018,467365246,190000000,Released,Earth Will Fall,7.4,4418,132
81005,Jack the Giant Slayer,2013-02-27,en,43.349855,197687603,195000000,Released,Prepare for a giant adventure,5.5,2598,114
64682,The Great Gatsby,2013-05-10,en,61.196071,351040419,105000000,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,7.3,3769,143
9543,Prince of Persia: The Sands of Time,2010-05-19,en,62.169881,335154643,150000000,Released,Defy the Future,6.2,2317,116
68726,Pacific Rim,2013-07-11,en,56.523205,407602906,180000000,Released,"To Fight Monsters We Created Monsters",6.7,4794,131
38356,Transformers: Dark of the Moon,2011-06-28,en,28.529607,1123746996,195000000,Released,The invasion we always feared. An enemy we never expected.,6.1,3299,154
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,en,75.674458,786636033,185000000,Released,The adventure continues . . .,5.7,2495,122
105864,The Good Dinosaur,2015-11-14,en,51.692953,331926147,175000000,Released,Little Arms With Big Attitude,6.6,1736,93
62177,Brave,2012-06-21,en,125.114374,538983207,185000000,Released,Change your fate.,6.7,4641,93
188927,Star Trek Beyond,2016-07-07,en,65.352913,343471816,185000000,Released,NULL,6.6,2568,122
10681,WALL·E,2008-06-22,en,66.390712,521311860,180000000,Released,An adventure beyond the ordinar-E.,7.8,6296,98
5174,Rush Hour 3,2007-08-08,en,22.57178,258022233,140000000,Released,The Rush Is On!,6.1,783,91
14161,2012,2009-10-10,en,45.274225,769653595,200000000,Released,We Were Warned.,5.6,4903,158
17979,A Christmas Carol,2009-11-04,en,39.744242,325233863,200000000,Released,Season's Greedings,6.6,1095,96
76757,Jupiter Ascending,2015-02-04,en,85.36908,183987723,176000003,Released,Expand your universe.,5.2,2768,124
258489,The Legend of Tarzan,2016-06-29,en,42.741719,356743061,180000000,Released,Human. Nature.,5.5,2430,109
411,"The Chronicles of Narnia: The Lion the Witch and the Wardrobe",2005-12-07,en,67.391328,748806957,180000000,Released,Evil Has Reigned For 100 Years...,6.7,2629,143
246655,X-Men: Apocalypse,2016-05-18,en,139.272042,543934787,178000000,Released,Only the strong will survive,6.4,4721,144
155,The Dark Knight,2008-07-16,en,187.322927,1004558444,185000000,Released,Why So Serious?,8.2,12002,152
14160,Up,2009-05-13,en,92.201962,735099082,175000000,Released,NULL,7.7,6870,96
15512,Monsters vs Aliens,2009-03-19,en,36.167578,381509870,175000000,Released,"When aliens attack monsters fight back.",6.0,1423,94
1726,Iron Man,2008-04-30,en,120.725053,585174222,140000000,Released,Heroes aren't born. They're built.,7.4,8776,126
44826,Hugo,2011-11-22,en,32.319043,185770160,170000000,Released,One of the most legendary directors of our time takes you on an extraordinary adventure.,7.0,2141,126
8487,Wild Wild West,1999-06-29,en,40.748915,222104681,170000000,Released,It's a whole new west.,5.1,1020,106
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,en,60.034162,401128639,145000000,Released,A New Evil Awakens.,5.2,1387,112
297761,Suicide Squad,2016-08-02,en,90.23792,745000000,175000000,Released,Worst Heroes Ever,5.9,7458,123
2698,Evan Almighty,2007-06-09,en,27.082182,173000000,175000000,Released,A comedy of biblical proportions,5.3,1151,96
137113,Edge of Tomorrow,2014-05-27,en,79.456485,370541256,178000000,Released,"Live Die Repeat",7.6,4858,113
9804,Waterworld,1995-07-28,en,44.640292,264218220,175000000,Released,Beyond the horizon lies the secret to a new beginning.,5.9,992,135
14869,G.I. Joe: The Rise of Cobra,2009-08-04,en,32.852443,302469017,175000000,Released,"When all else fails they don't.",5.6,1962,118
150540,Inside Out,2015-06-09,en,128.655964,857611174,175000000,Released,Meet the little voices inside your head.,8.0,6560,94
